Song,Album,MediaType,Genre,minutes,Price
Pela Internet (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,4.39,0.99
Cérebro Eletrônico (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,3.86,0.99
Opachorô (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,4.33,0.99
Copacabana (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,4.83,0.99
A Novidade (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,5.28,0.99
Ghandi (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,3.71,0.99
De Ouro E Marfim (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,3.92,0.99
Doce De Carnaval (Candy All),Quanta Gente Veio ver--Bônus De Carnaval,MPEG audio file,Jazz,5.94,0.99
Lamento De Carnaval,Quanta Gente Veio ver--Bônus De Carnaval,MPEG audio file,Jazz,4.91,0.99
Pretinha,Quanta Gente Veio ver--Bônus De Carnaval,MPEG audio file,Jazz,4.42,0.99
A Novidade,Unplugged,MPEG audio file,Latin,5.41,0.99
Tenho Sede,Unplugged,MPEG audio file,Latin,4.36,0.99
Refazenda,Unplugged,MPEG audio file,Latin,3.64,0.99
Realce,Unplugged,MPEG audio file,Latin,4.41,0.99
Esotérico,Unplugged,MPEG audio file,Latin,5.3,0.99
Drão,Unplugged,MPEG audio file,Latin,5.02,0.99
A Paz,Unplugged,MPEG audio file,Latin,4.88,0.99
Beira Mar,Unplugged,MPEG audio file,Latin,4.92,0.99
Sampa,Unplugged,MPEG audio file,Latin,3.76,0.99
Parabolicamará,Unplugged,MPEG audio file,Latin,4.75,0.99
Tempo Rei,Unplugged,MPEG audio file,Latin,5.05,0.99
Expresso 2222,Unplugged,MPEG audio file,Latin,4.75,0.99
Aquele Abraço,Unplugged,MPEG audio file,Latin,4.4,0.99
Palco,Unplugged,MPEG audio file,Latin,4.51,0.99
Toda Menina Baiana,Unplugged,MPEG audio file,Latin,4.64,0.99
Sítio Do Pica-Pau Amarelo,Unplugged,MPEG audio file,Latin,3.63,0.99
Straight Out Of Line,Faceless,MPEG audio file,Metal,4.32,0.99
Faceless,Faceless,MPEG audio file,Metal,3.6,0.99
Changes,Faceless,MPEG audio file,Metal,4.33,0.99
Make Me Believe,Faceless,MPEG audio file,Metal,4.14,0.99
I Stand Alone,Faceless,MPEG audio file,Metal,4.1,0.99
Re-Align,Faceless,MPEG audio file,Metal,4.35,0.99
I Fucking Hate You,Faceless,MPEG audio file,Metal,4.12,0.99
Releasing The Demons,Faceless,MPEG audio file,Metal,4.21,0.99
Dead And Broken,Faceless,MPEG audio file,Metal,4.19,0.99
I Am,Faceless,MPEG audio file,Metal,3.99,0.99
The Awakening,Faceless,MPEG audio file,Metal,1.49,0.99
Serenity,Faceless,MPEG audio file,Metal,4.58,0.99
American Idiot,American Idiot,MPEG audio file,Alternative & Punk,2.91,0.99
Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,American Idiot,MPEG audio file,Alternative & Punk,9.14,0.99
Holiday,American Idiot,MPEG audio file,Alternative & Punk,3.88,0.99
Boulevard Of Broken Dreams,American Idiot,MPEG audio file,Alternative & Punk,4.35,0.99
Are We The Waiting,American Idiot,MPEG audio file,Alternative & Punk,2.72,0.99
St. Jimmy,American Idiot,MPEG audio file,Alternative & Punk,2.92,0.99
Give Me Novacaine,American Idiot,MPEG audio file,Alternative & Punk,3.43,0.99
She's A Rebel,American Idiot,MPEG audio file,Alternative & Punk,2.01,0.99
Extraordinary Girl,American Idiot,MPEG audio file,Alternative & Punk,3.57,0.99
Letterbomb,American Idiot,MPEG audio file,Alternative & Punk,4.1,0.99
Wake Me Up When September Ends,American Idiot,MPEG audio file,Alternative & Punk,4.76,0.99
Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,American Idiot,MPEG audio file,Alternative & Punk,9.31,0.99
Whatsername,American Idiot,MPEG audio file,Alternative & Punk,4.21,0.99
Welcome to the Jungle,Appetite for Destruction,Protected AAC audio file,Rock,4.56,0.99
It's So Easy,Appetite for Destruction,Protected AAC audio file,Rock,3.38,0.99
Nightrain,Appetite for Destruction,Protected AAC audio file,Rock,4.48,0.99
Out Ta Get Me,Appetite for Destruction,Protected AAC audio file,Rock,4.4,0.99
Mr. Brownstone,Appetite for Destruction,Protected AAC audio file,Rock,3.82,0.99
Paradise City,Appetite for Destruction,Protected AAC audio file,Rock,6.77,0.99
My Michelle,Appetite for Destruction,Protected AAC audio file,Rock,3.67,0.99
Think About You,Appetite for Destruction,Protected AAC audio file,Rock,3.86,0.99
Sweet Child O' Mine,Appetite for Destruction,Protected AAC audio file,Rock,5.94,0.99
You're Crazy,Appetite for Destruction,Protected AAC audio file,Rock,3.29,0.99
Anything Goes,Appetite for Destruction,Protected AAC audio file,Rock,3.44,0.99
Rocket Queen,Appetite for Destruction,Protected AAC audio file,Rock,6.26,0.99
Right Next Door to Hell,Use Your Illusion I,Protected AAC audio file,Rock,3.04,0.99
Dust N' Bones,Use Your Illusion I,Protected AAC audio file,Rock,4.97,0.99
Live and Let Die,Use Your Illusion I,Protected AAC audio file,Rock,3.07,0.99
Don't Cry (Original),Use Your Illusion I,Protected AAC audio file,Rock,4.75,0.99
Perfect Crime,Use Your Illusion I,Protected AAC audio file,Rock,2.39,0.99
You Ain't the First,Use Your Illusion I,Protected AAC audio file,Rock,2.6,0.99
Bad Obsession,Use Your Illusion I,Protected AAC audio file,Rock,5.47,0.99
Back off Bitch,Use Your Illusion I,Protected AAC audio file,Rock,5.06,0.99
Double Talkin' Jive,Use Your Illusion I,Protected AAC audio file,Rock,3.39,0.99
November Rain,Use Your Illusion I,Protected AAC audio file,Rock,8.96,0.99
The Garden,Use Your Illusion I,Protected AAC audio file,Rock,5.37,0.99
Garden of Eden,Use Your Illusion I,Protected AAC audio file,Rock,2.69,0.99
Don't Damn Me,Use Your Illusion I,Protected AAC audio file,Rock,5.32,0.99
Bad Apples,Use Your Illusion I,Protected AAC audio file,Rock,4.47,0.99
Dead Horse,Use Your Illusion I,Protected AAC audio file,Rock,4.29,0.99
Coma,Use Your Illusion I,Protected AAC audio file,Rock,10.28,0.99
Civil War,Use Your Illusion II,MPEG audio file,Metal,7.69,0.99
14 Years,Use Your Illusion II,MPEG audio file,Metal,4.36,0.99
Yesterdays,Use Your Illusion II,MPEG audio file,Metal,3.27,0.99
Knockin' On Heaven's Door,Use Your Illusion II,MPEG audio file,Metal,5.61,0.99
Get In The Ring,Use Your Illusion II,MPEG audio file,Metal,5.68,0.99
Shotgun Blues,Use Your Illusion II,MPEG audio file,Metal,3.39,0.99
Breakdown,Use Your Illusion II,MPEG audio file,Metal,7.08,0.99
Pretty Tied Up,Use Your Illusion II,MPEG audio file,Metal,4.79,0.99
Locomotive,Use Your Illusion II,MPEG audio file,Metal,8.71,0.99
So Fine,Use Your Illusion II,MPEG audio file,Metal,4.11,0.99
Estranged,Use Your Illusion II,MPEG audio file,Metal,9.4,0.99
You Could Be Mine,Use Your Illusion II,MPEG audio file,Metal,5.73,0.99
Don't Cry,Use Your Illusion II,MPEG audio file,Metal,4.74,0.99
My World,Use Your Illusion II,MPEG audio file,Metal,1.41,0.99
Colibri,Blue Moods,MPEG audio file,Jazz,6.02,0.99
Love Is The Colour,Blue Moods,MPEG audio file,Jazz,4.19,0.99
Magnetic Ocean,Blue Moods,MPEG audio file,Jazz,5.35,0.99
Deep Waters,Blue Moods,MPEG audio file,Jazz,6.61,0.99
L'Arc En Ciel De Miles,Blue Moods,MPEG audio file,Jazz,4.04,0.99
Gypsy,Blue Moods,MPEG audio file,Jazz,5.52,0.99
Journey Into Sunlight,Blue Moods,MPEG audio file,Jazz,4.16,0.99
Sunchild,Blue Moods,MPEG audio file,Jazz,4.33,0.99
Millenium,Blue Moods,MPEG audio file,Jazz,6.32,0.99
Thinking 'Bout Tomorrow,Blue Moods,MPEG audio file,Jazz,5.92,0.99
Jacob's Ladder,Blue Moods,MPEG audio file,Jazz,6.13,0.99
She Wears Black,Blue Moods,MPEG audio file,Jazz,8.81,0.99
Dark Side Of The Cog,Blue Moods,MPEG audio file,Jazz,6.29,0.99
Different World,A Matter of Life and Death,Protected AAC audio file,Rock,4.31,0.99
These Colours Don't Run,A Matter of Life and Death,Protected AAC audio file,Rock,6.87,0.99
Brighter Than a Thousand Suns,A Matter of Life and Death,Protected AAC audio file,Rock,8.77,0.99
The Pilgrim,A Matter of Life and Death,Protected AAC audio file,Rock,5.13,0.99
The Longest Day,A Matter of Life and Death,Protected AAC audio file,Rock,7.8,0.99
Out of the Shadows,A Matter of Life and Death,Protected AAC audio file,Rock,5.61,0.99
The Reincarnation of Benjamin Breeg,A Matter of Life and Death,Protected AAC audio file,Rock,7.37,0.99
For the Greater Good of God,A Matter of Life and Death,Protected AAC audio file,Rock,9.41,0.99
Lord of Light,A Matter of Life and Death,Protected AAC audio file,Rock,7.41,0.99
The Legacy,A Matter of Life and Death,Protected AAC audio file,Rock,9.38,0.99
Hallowed Be Thy Name (Live) [Non Album Bonus Track],A Matter of Life and Death,Protected AAC audio file,Rock,7.19,0.99
The Number Of The Beast,A Real Dead One,MPEG audio file,Metal,4.91,0.99
The Trooper,A Real Dead One,MPEG audio file,Metal,3.92,0.99
Prowler,A Real Dead One,MPEG audio file,Metal,4.26,0.99
Transylvania,A Real Dead One,MPEG audio file,Metal,4.43,0.99
Remember Tomorrow,A Real Dead One,MPEG audio file,Metal,5.88,0.99
Where Eagles Dare,A Real Dead One,MPEG audio file,Metal,4.82,0.99
Sanctuary,A Real Dead One,MPEG audio file,Metal,4.89,0.99
Running Free,A Real Dead One,MPEG audio file,Metal,3.82,0.99
Run To The Hilss,A Real Dead One,MPEG audio file,Metal,3.96,0.99
2 Minutes To Midnight,A Real Dead One,MPEG audio file,Metal,5.62,0.99
Iron Maiden,A Real Dead One,MPEG audio file,Metal,5.41,0.99
Hallowed Be Thy Name,A Real Dead One,MPEG audio file,Metal,7.86,0.99
Be Quick Or Be Dead,A Real Live One,MPEG audio file,Metal,3.28,0.99
From Here To Eternity,A Real Live One,MPEG audio file,Metal,4.33,0.99
Can I Play With Madness,A Real Live One,MPEG audio file,Metal,4.71,0.99
Wasting Love,A Real Live One,MPEG audio file,Metal,5.8,0.99
Tailgunner,A Real Live One,MPEG audio file,Metal,4.16,0.99
The Evil That Men Do,A Real Live One,MPEG audio file,Metal,5.43,0.99
Afraid To Shoot Strangers,A Real Live One,MPEG audio file,Metal,6.8,0.99
Bring Your Daughter... To The Slaughter,A Real Live One,MPEG audio file,Metal,5.3,0.99
Heaven Can Wait,A Real Live One,MPEG audio file,Metal,7.48,0.99
The Clairvoyant,A Real Live One,MPEG audio file,Metal,4.5,0.99
Fear Of The Dark,A Real Live One,MPEG audio file,Metal,7.19,0.99
The Wicker Man,Brave New World,MPEG audio file,Rock,4.59,0.99
Ghost Of The Navigator,Brave New World,MPEG audio file,Rock,6.83,0.99
Brave New World,Brave New World,MPEG audio file,Rock,6.32,0.99
Blood Brothers,Brave New World,MPEG audio file,Rock,7.24,0.99
The Mercenary,Brave New World,MPEG audio file,Rock,4.71,0.99
Dream Of Mirrors,Brave New World,MPEG audio file,Rock,9.35,0.99
The Fallen Angel,Brave New World,MPEG audio file,Rock,4.01,0.99
The Nomad,Brave New World,MPEG audio file,Rock,9.1,0.99
Out Of The Silent Planet,Brave New World,MPEG audio file,Rock,6.43,0.99
The Thin Line Between Love & Hate,Brave New World,MPEG audio file,Rock,8.45,0.99
Wildest Dreams,Dance Of Death,MPEG audio file,Heavy Metal,3.88,0.99
Rainmaker,Dance Of Death,MPEG audio file,Heavy Metal,3.81,0.99
No More Lies,Dance Of Death,MPEG audio file,Heavy Metal,7.36,0.99
Montsegur,Dance Of Death,MPEG audio file,Heavy Metal,5.84,0.99
Dance Of Death,Dance Of Death,MPEG audio file,Heavy Metal,8.61,0.99
Gates Of Tomorrow,Dance Of Death,MPEG audio file,Heavy Metal,5.2,0.99
New Frontier,Dance Of Death,MPEG audio file,Heavy Metal,5.08,0.99
Paschendale,Dance Of Death,MPEG audio file,Heavy Metal,8.47,0.99
Face In The Sand,Dance Of Death,MPEG audio file,Heavy Metal,6.52,0.99
Age Of Innocence,Dance Of Death,MPEG audio file,Heavy Metal,6.17,0.99
Journeyman,Dance Of Death,MPEG audio file,Heavy Metal,7.12,0.99
Be Quick Or Be Dead,Fear Of The Dark,MPEG audio file,Rock,3.41,0.99
From Here To Eternity,Fear Of The Dark,MPEG audio file,Rock,3.64,0.99
Afraid To Shoot Strangers,Fear Of The Dark,MPEG audio file,Rock,6.94,0.99
Fear Is The Key,Fear Of The Dark,MPEG audio file,Rock,5.59,0.99
Childhood's End,Fear Of The Dark,MPEG audio file,Rock,4.68,0.99
Wasting Love,Fear Of The Dark,MPEG audio file,Rock,5.85,0.99
The Fugitive,Fear Of The Dark,MPEG audio file,Rock,4.9,0.99
Chains Of Misery,Fear Of The Dark,MPEG audio file,Rock,3.62,0.99
The Apparition,Fear Of The Dark,MPEG audio file,Rock,3.91,0.99
Judas Be My Guide,Fear Of The Dark,MPEG audio file,Rock,3.15,0.99
Weekend Warrior,Fear Of The Dark,MPEG audio file,Rock,5.66,0.99
Fear Of The Dark,Fear Of The Dark,MPEG audio file,Rock,7.28,0.99
01 - Prowler,Iron Maiden,MPEG audio file,Blues,3.94,0.99
02 - Sanctuary,Iron Maiden,MPEG audio file,Blues,3.27,0.99
03 - Remember Tomorrow,Iron Maiden,MPEG audio file,Blues,5.48,0.99
04 - Running Free,Iron Maiden,MPEG audio file,Blues,3.29,0.99
05 - Phantom of the Opera,Iron Maiden,MPEG audio file,Blues,7.13,0.99
06 - Transylvania,Iron Maiden,MPEG audio file,Blues,4.32,0.99
07 - Strange World,Iron Maiden,MPEG audio file,Blues,5.54,0.99
08 - Charlotte the Harlot,Iron Maiden,MPEG audio file,Blues,4.21,0.99
09 - Iron Maiden,Iron Maiden,MPEG audio file,Blues,3.6,0.99
The Ides Of March,Killers,MPEG audio file,Heavy Metal,1.77,0.99
Wrathchild,Killers,MPEG audio file,Heavy Metal,2.91,0.99
Murders In The Rue Morgue,Killers,MPEG audio file,Heavy Metal,4.31,0.99
Another Life,Killers,MPEG audio file,Heavy Metal,3.38,0.99
Genghis Khan,Killers,MPEG audio file,Heavy Metal,3.12,0.99
Innocent Exile,Killers,MPEG audio file,Heavy Metal,3.88,0.99
Killers,Killers,MPEG audio file,Heavy Metal,5.02,0.99
Prodigal Son,Killers,MPEG audio file,Heavy Metal,6.21,0.99
Purgatory,Killers,MPEG audio file,Heavy Metal,3.34,0.99
Drifter,Killers,MPEG audio file,Heavy Metal,4.81,0.99
Intro- Churchill S Speech,Live After Death,MPEG audio file,Heavy Metal,0.8,0.99
Aces High,Live After Death,MPEG audio file,Heavy Metal,4.61,0.99
2 Minutes To Midnight,Live After Death,MPEG audio file,Metal,6.11,0.99
The Trooper,Live After Death,MPEG audio file,Metal,4.48,0.99
Revelations,Live After Death,MPEG audio file,Metal,6.2,0.99
Flight Of Icarus,Live After Death,MPEG audio file,Metal,3.83,0.99
Rime Of The Ancient Mariner,Live After Death,MPEG audio file,Metal,13.16,0.99
Powerslave,Live After Death,MPEG audio file,Metal,7.58,0.99
The Number Of The Beast,Live After Death,MPEG audio file,Metal,4.59,0.99
Hallowed Be Thy Name,Live After Death,MPEG audio file,Metal,7.52,0.99
Iron Maiden,Live After Death,MPEG audio file,Metal,4.37,0.99
Run To The Hills,Live After Death,MPEG audio file,Metal,3.86,0.99
Running Free,Live After Death,MPEG audio file,Metal,3.41,0.99
Wrathchild,Live After Death,MPEG audio file,Heavy Metal,3.06,0.99
Acacia Avenue,Live After Death,MPEG audio file,Heavy Metal,6.33,0.99
Children Of The Damned,Live After Death,MPEG audio file,Heavy Metal,4.64,0.99
Die With Your Boots On,Live After Death,MPEG audio file,Heavy Metal,5.24,0.99
Phantom Of The Opera,Live After Death,MPEG audio file,Heavy Metal,7.35,0.99
Be Quick Or Be Dead,Live At Donington 1992 (Disc 1),MPEG audio file,Rock,3.89,0.99
The Number Of The Beast,Live At Donington 1992 (Disc 1),MPEG audio file,Rock,4.9,0.99
Wrathchild,Live At Donington 1992 (Disc 1),MPEG audio file,Rock,2.9,0.99
From Here To Eternity,Live At Donington 1992 (Disc 1),MPEG audio file,Rock,4.74,0.99
Can I Play With Madness,Live At Donington 1992 (Disc 1),MPEG audio file,Rock,3.55,0.99
Wasting Love,Live At Donington 1992 (Disc 1),MPEG audio file,Rock,5.62,0.99
Tailgunner,Live At Donington 1992 (Disc 1),MPEG audio file,Rock,4.13,0.99
The Evil That Men Do,Live At Donington 1992 (Disc 1),MPEG audio file,Rock,7.97,0.99
Afraid To Shoot Strangers,Live At Donington 1992 (Disc 1),MPEG audio file,Rock,6.88,0.99
Fear Of The Dark,Live At Donington 1992 (Disc 1),MPEG audio file,Rock,7.19,0.99
Bring Your Daughter... To The Slaughter...,Live At Donington 1992 (Disc 2),MPEG audio file,Rock,6.28,0.99
The Clairvoyant,Live At Donington 1992 (Disc 2),MPEG audio file,Rock,4.37,0.99
Heaven Can Wait,Live At Donington 1992 (Disc 2),MPEG audio file,Rock,7.34,0.99
Run To The Hills,Live At Donington 1992 (Disc 2),MPEG audio file,Rock,3.93,0.99
2 Minutes To Midnight,Live At Donington 1992 (Disc 2),MPEG audio file,Rock,5.64,0.99
Iron Maiden,Live At Donington 1992 (Disc 2),MPEG audio file,Rock,8.24,0.99
Hallowed Be Thy Name,Live At Donington 1992 (Disc 2),MPEG audio file,Rock,7.46,0.99
The Trooper,Live At Donington 1992 (Disc 2),MPEG audio file,Rock,3.88,0.99
Sanctuary,Live At Donington 1992 (Disc 2),MPEG audio file,Rock,5.31,0.99
Running Free,Live At Donington 1992 (Disc 2),MPEG audio file,Rock,7.9,0.99
Tailgunner,No Prayer For The Dying,MPEG audio file,Metal,4.26,0.99
Holy Smoke,No Prayer For The Dying,MPEG audio file,Metal,3.82,0.99
No Prayer For The Dying,No Prayer For The Dying,MPEG audio file,Metal,4.4,0.99
Public Enema Number One,No Prayer For The Dying,MPEG audio file,Metal,4.24,0.99
Fates Warning,No Prayer For The Dying,MPEG audio file,Metal,4.18,0.99
The Assassin,No Prayer For The Dying,MPEG audio file,Metal,4.31,0.99
Run Silent Run Deep,No Prayer For The Dying,MPEG audio file,Metal,4.59,0.99
Hooks In You,No Prayer For The Dying,MPEG audio file,Metal,4.13,0.99
Bring Your Daughter... ...To The Slaughter,No Prayer For The Dying,MPEG audio file,Metal,4.74,0.99
Mother Russia,No Prayer For The Dying,MPEG audio file,Metal,5.54,0.99
Where Eagles Dare,Piece Of Mind,MPEG audio file,Metal,6.16,0.99
Revelations,Piece Of Mind,MPEG audio file,Metal,6.81,0.99
Flight Of The Icarus,Piece Of Mind,MPEG audio file,Metal,3.84,0.99
Die With Your Boots On,Piece Of Mind,MPEG audio file,Metal,5.43,0.99
The Trooper,Piece Of Mind,MPEG audio file,Metal,4.19,0.99
Still Life,Piece Of Mind,MPEG audio file,Metal,4.91,0.99
Quest For Fire,Piece Of Mind,MPEG audio file,Metal,3.69,0.99
Sun And Steel,Piece Of Mind,MPEG audio file,Metal,3.44,0.99
To Tame A Land,Piece Of Mind,MPEG audio file,Metal,7.42,0.99
Aces High,Powerslave,MPEG audio file,Metal,4.49,0.99
2 Minutes To Midnight,Powerslave,MPEG audio file,Metal,6.0,0.99
Losfer Words,Powerslave,MPEG audio file,Metal,4.21,0.99
Flash of The Blade,Powerslave,MPEG audio file,Metal,4.05,0.99
Duelists,Powerslave,MPEG audio file,Metal,6.11,0.99
Back in the Village,Powerslave,MPEG audio file,Metal,5.34,0.99
Powerslave,Powerslave,MPEG audio file,Metal,6.8,0.99
Rime of the Ancient Mariner,Powerslave,MPEG audio file,Metal,13.61,0.99
Intro,Rock In Rio [CD1],MPEG audio file,Metal,1.93,0.99
The Wicker Man,Rock In Rio [CD1],MPEG audio file,Metal,4.7,0.99
Ghost Of The Navigator,Rock In Rio [CD1],MPEG audio file,Metal,6.81,0.99
Brave New World,Rock In Rio [CD1],MPEG audio file,Metal,6.11,0.99
Wrathchild,Rock In Rio [CD1],MPEG audio file,Metal,3.1,0.99
2 Minutes To Midnight,Rock In Rio [CD1],MPEG audio file,Metal,6.45,0.99
Blood Brothers,Rock In Rio [CD1],MPEG audio file,Metal,7.26,0.99
Sign Of The Cross,Rock In Rio [CD1],MPEG audio file,Metal,10.82,0.99
The Mercenary,Rock In Rio [CD1],MPEG audio file,Metal,4.71,0.99
The Trooper,Rock In Rio [CD1],MPEG audio file,Metal,4.56,0.99
Dream Of Mirrors,Rock In Rio [CD2],MPEG audio file,Rock,9.64,0.99
The Clansman,Rock In Rio [CD2],MPEG audio file,Rock,9.32,0.99
The Evil That Men Do,Rock In Rio [CD2],MPEG audio file,Metal,4.68,0.99
Fear Of The Dark,Rock In Rio [CD2],MPEG audio file,Rock,7.68,0.99
Iron Maiden,Rock In Rio [CD2],MPEG audio file,Rock,5.86,0.99
The Number Of The Beast,Rock In Rio [CD2],MPEG audio file,Rock,5.01,0.99
Hallowed Be Thy Name,Rock In Rio [CD2],MPEG audio file,Rock,7.4,0.99
Sanctuary,Rock In Rio [CD2],MPEG audio file,Rock,5.29,0.99
Run To The Hills,Rock In Rio [CD2],MPEG audio file,Rock,4.87,0.99
Moonchild,Seventh Son of a Seventh Son,MPEG audio file,Metal,5.68,0.99
Infinite Dreams,Seventh Son of a Seventh Son,MPEG audio file,Metal,6.15,0.99
Can I Play With Madness,Seventh Son of a Seventh Son,MPEG audio file,Metal,3.52,0.99
The Evil That Men Do,Seventh Son of a Seventh Son,MPEG audio file,Metal,4.57,0.99
Seventh Son of a Seventh Son,Seventh Son of a Seventh Son,MPEG audio file,Metal,9.89,0.99
The Prophecy,Seventh Son of a Seventh Son,MPEG audio file,Metal,5.09,0.99
The Clairvoyant,Seventh Son of a Seventh Son,MPEG audio file,Metal,4.45,0.99
Only the Good Die Young,Seventh Son of a Seventh Son,MPEG audio file,Metal,4.68,0.99
Caught Somewhere in Time,Somewhere in Time,MPEG audio file,Metal,7.43,0.99
Wasted Years,Somewhere in Time,MPEG audio file,Metal,5.13,0.99
Sea of Madness,Somewhere in Time,MPEG audio file,Metal,5.7,0.99
Heaven Can Wait,Somewhere in Time,MPEG audio file,Metal,7.36,0.99
Stranger in a Strange Land,Somewhere in Time,MPEG audio file,Metal,5.74,0.99
Alexander the Great,Somewhere in Time,MPEG audio file,Metal,8.59,0.99
De Ja Vu,Somewhere in Time,MPEG audio file,Metal,4.94,0.99
The Loneliness of the Long Dis,Somewhere in Time,MPEG audio file,Metal,6.52,0.99
22 Acacia Avenue,The Number of The Beast,MPEG audio file,Metal,6.59,0.99
Children of the Damned,The Number of The Beast,MPEG audio file,Metal,4.57,0.99
Gangland,The Number of The Beast,MPEG audio file,Metal,3.81,0.99
Hallowed Be Thy Name,The Number of The Beast,MPEG audio file,Metal,7.14,0.99
Invaders,The Number of The Beast,MPEG audio file,Metal,3.39,0.99
Run to the Hills,The Number of The Beast,MPEG audio file,Metal,3.81,0.99
The Number Of The Beast,The Number of The Beast,MPEG audio file,Rock,4.89,0.99
The Prisoner,The Number of The Beast,MPEG audio file,Metal,6.02,0.99
